título,preço,condomínio,iptu,área,quartos,banheiros,vagas,url,latitude,longitude,bairro
"Apartamento na AV A QUADRA F1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.065.000 - Viva Real",R$ 1.065.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1065000-id-92322065/,-8.259741,-34.946528,Paiva
"Apartamento na AV A QUADRA F1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.065.000 - Viva Real",R$ 1.065.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1065000-id-92322068/,-8.259741,-34.946528,Paiva
"Apartamento na AV A QUADRA F1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.065.000 - Viva Real",R$ 1.065.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1065000-id-92322047/,-8.259741,-34.946528,Paiva
"Apartamento na AV A QUADRA F1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.065.000 - Viva Real",R$ 1.065.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1065000-id-92322077/,-8.259741,-34.946528,Paiva
"Apartamento na AV A QUADRA F1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.065.000 - Viva Real",R$ 1.065.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1065000-id-92322061/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965815/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965812/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965820/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965822/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965824/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965827/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965829/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965831/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965841/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965843/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965842/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965838/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965844/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117881/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117869/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117872/,-8.259741,-34.946528,Paiva
"Apartamento na paiva, av A, Paiva em Cabo de Santo Agostinho, por R$ 980.000 - Viva Real",R$ 980.000,,,182,4,6,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS980000-id-90754122/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117887/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117874/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117868/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117875/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 915.000 - Viva Real",R$ 915.000,,,127,4,1,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS915000-id-92721144/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 1100, Paiva em Cabo de Santo Agostinho, por R$ 980.000 - Viva Real",R$ 980.000,,,181,4,5,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-181m2-venda-RS980000-id-95122389/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117889/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117886/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117870/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117873/,-8.259741,-34.946528,Paiva
"Apartamento 181 m² na Paiva em Cabo de Santo Agostinho, por R$ 950.000 - Viva Real",R$ 950.000,,,181,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-181m2-venda-RS950000-id-92295864/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021211/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021221/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021229/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021239/,-8.259741,-34.946528,Paiva
"Apartamento na Rua dos Tamarindos, 95, Paiva em Cabo de Santo Agostinho, por R$ 1.150.000 - Viva Real",R$ 1.150.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1150000-id-94020563/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021247/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021264/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021277/,-8.259741,-34.946528,Paiva
"Apartamento 241 m² na Paiva em Cabo de Santo Agostinho, por R$ 960.000 - Viva Real",R$ 960.000,,,241,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-241m2-venda-RS960000-id-94021285/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, sn, Paiva em Cabo de Santo Agostinho, por R$ 930.000 - Viva Real",R$ 930.000,,,127,4,5,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS930000-id-94496568/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117892/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117883/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117890/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A quadra b1 lote 1a, s/n, Paiva em Cabo de Santo Agostinho, por R$ 1.368.000 - Viva Real",R$ 1.368.000,,,182,4,6,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1368000-id-94375098/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 43, Paiva em Cabo de Santo Agostinho, por R$ 1.160.000 - Viva Real",R$ 1.160.000,,,182,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS1160000-id-92117880/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, s/n, Paiva em Cabo de Santo Agostinho, por R$ 1.931.000 - Viva Real",R$ 1.931.000,,,171,4,3,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-171m2-venda-RS1931000-id-92091819/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117895/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 899.000 - Viva Real",R$ 899.000,,,127,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS899000-id-94965825/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 44, Paiva em Cabo de Santo Agostinho, por R$ 1.135.000 - Viva Real",R$ 1.135.000,,,212,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-212m2-venda-RS1135000-id-92117882/,-8.259741,-34.946528,Paiva
"Apartamento 61 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 300.000 - Viva Real",R$ 300.000,,,61,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-61m2-venda-RS300000-id-85115192/,,,Enseada dos Corais
"Apartamento 51 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 170.000 - Viva Real",R$ 170.000,,,51,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-51m2-venda-RS170000-id-90637346/,,,Enseada dos Corais
"Apartamento 56 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 210.000 - Viva Real",R$ 210.000,,,56,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-56m2-venda-RS210000-id-85643812/,,,Enseada dos Corais
"Apartamento 56 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 259.800 - Viva Real",R$ 259.800,R$ 400,R$ 200,56,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-56m2-venda-RS259800-id-86495934/,,,Enseada dos Corais
"Apartamento na Avenida Dois, 333, Enseada dos Corais em Cabo de Santo Agostinho, por R$ 300.000 - Viva Real",R$ 300.000,R$ 390,R$ 800,65,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-65m2-venda-RS300000-id-78231140/,-8.320522,-34.952262,Enseada dos Corais
"Apartamento 450 m² na Enseada dos Corais em Cabo de Santo Agostinho, por R$ 330.000 - Viva Real",R$ 330.000,,,450,5,1,6,https://www.vivareal.com.br/imovel/apartamento-5-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-450m2-venda-RS330000-id-94092798/,-8.313395,-35.0183,Enseada dos Corais
"Apartamento 220 m² na Enseada dos Corais em Cabo de Santo Agostinho, por R$ 330.000 - Viva Real",R$ 330.000,,,220,5,1,6,https://www.vivareal.com.br/imovel/apartamento-5-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-220m2-venda-RS330000-id-94526006/,-8.239715,-34.981504,Enseada dos Corais
"Apartamento 42 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 129.000 - Viva Real",R$ 129.000,,,42,1,1,1,https://www.vivareal.com.br/imovel/apartamento-1-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-42m2-venda-RS129000-id-85643796/,,,Enseada dos Corais
"Apartamento 46 m² em Enseada dos Corais em Cabo de Santo Agostinho, por R$ 135.000 - Viva Real",R$ 135.000,,,46,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-enseada-dos-corais-bairros-cabo-de-santo-agostinho-com-garagem-46m2-venda-RS135000-id-92082663/,,,Enseada dos Corais
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 569.000 - Viva Real",R$ 569.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS569000-id-91889531/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890380/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890403/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890388/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890346/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890338/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890358/,-8.259741,-34.946528,Paiva
"Apartamento na Avenida A, 10, Paiva em Cabo de Santo Agostinho, por R$ 964.000 - Viva Real",R$ 964.000,,,182,4,6,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-182m2-venda-RS964000-id-89215973/,-8.259741,-34.946528,Paiva
"Apartamento 173 m² na Paiva em Cabo de Santo Agostinho, por R$ 1.578.000 - Viva Real",R$ 1.578.000,,,173,4,2,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-173m2-venda-RS1578000-id-94367738/,-8.259741,-34.946528,Paiva
"Apartamento 127 m² na Paiva em Cabo de Santo Agostinho, por R$ 780.000 - Viva Real",R$ 780.000,,,127,4,4,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS780000-id-93622619/,-8.259741,-34.946528,Paiva
"Apartamento 418 m² na Paiva em Cabo de Santo Agostinho, por R$ 1.410.000 - Viva Real",R$ 1.410.000,,,418,4,2,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-418m2-venda-RS1410000-id-94080693/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890327/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890332/,-8.259741,-34.946528,Paiva
"Apartamento na avenida A QF1 LOTE 4A2, S/N, Paiva em Cabo de Santo Agostinho, por R$ 1.095.000 - Viva Real",R$ 1.095.000,,,127,4,5,3,https://www.vivareal.com.br/imovel/apartamento-4-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-127m2-venda-RS1095000-id-91890368/,-8.259741,-34.946528,Paiva
"Apartamento 112 m² em Paiva em Cabo de Santo Agostinho, por R$ 800.000 - Viva Real",R$ 800.000,R$ 1.000,,112,3,3,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-112m2-venda-RS800000-id-80464324/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94025991/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94025994/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94025999/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94026004/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94026011/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94032618/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94032623/,-8.259741,-34.946528,Paiva
"Apartamento 96 m² na Paiva em Cabo de Santo Agostinho, por R$ 670.000 - Viva Real",R$ 670.000,,,96,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-paiva-bairros-cabo-de-santo-agostinho-com-garagem-96m2-venda-RS670000-id-94032629/,-8.259741,-34.946528,Paiva
