título,preço,condomínio,iptu,área,quartos,banheiros,vagas,url,latitude,longitude,bairro
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,R$ 600,,65,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-91415301/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064714/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 269.000 - Viva Real",R$ 269.000,,,58,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS269000-id-95049223/,-8.506066,-35.005352,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064809/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 269.000 - Viva Real",R$ 269.000,,,58,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS269000-id-95049242/,-8.506066,-35.005352,Porto de Galinhas
"Apartamento 53 m² na Porto de Galinhas em Ipojuca, por R$ 530.000 - Viva Real",R$ 530.000,,,53,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-53m2-venda-RS530000-id-94443629/,-8.48129,-34.999185,Porto de Galinhas
"Apartamento 53 m² na Porto de Galinhas em Ipojuca, por R$ 530.000 - Viva Real",R$ 530.000,,,53,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-53m2-venda-RS530000-id-94443647/,-8.48129,-34.999185,Porto de Galinhas
"Apartamento 107 m² na Porto de Galinhas em Ipojuca, por R$ 1.296.000 - Viva Real",R$ 1.296.000,,,107,3,3,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-107m2-venda-RS1296000-id-92926376/,-8.506627,-35.005716,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 330.000 - Viva Real",R$ 330.000,R$ 600,,65,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS330000-id-93888303/,-8.506066,-35.005352,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 269.000 - Viva Real",R$ 269.000,,,58,2,2,2,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS269000-id-94902611/,-8.506066,-35.005352,Porto de Galinhas
"Apartamento 217 m² na Porto de Galinhas em Ipojuca, por R$ 1.856.000 - Viva Real",R$ 1.856.000,R$ 1.035,,217,4,3,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-217m2-venda-RS1856000-id-92418186/,-8.477696,-34.998721,Porto de Galinhas
"Apartamento 107 m² na Porto de Galinhas em Ipojuca, por R$ 1.296.000 - Viva Real",R$ 1.296.000,,,107,3,3,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-107m2-venda-RS1296000-id-93077883/,-8.506627,-35.005716,Porto de Galinhas
"Apartamento na PE-009, SN, Porto de Galinhas em Ipojuca, por R$ 269.000 - Viva Real",R$ 269.000,,,58,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS269000-id-94369047/,-8.504808,-35.007367,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92353099/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 1.290.000 - Viva Real",R$ 1.290.000,,,165,4,4,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-165m2-venda-RS1290000-id-95123223/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 425.000 - Viva Real",R$ 425.000,R$ 1.000,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS425000-id-88828689/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 425.000 - Viva Real",R$ 425.000,R$ 1.000,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS425000-id-88828608/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento 67 m² na Porto de Galinhas em Ipojuca, por R$ 300.000 - Viva Real",R$ 300.000,R$ 585,,67,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS300000-id-93742122/,-8.485522,-35.000637,Porto de Galinhas
"Apartamento 62 m² na Porto de Galinhas em Ipojuca, por R$ 554.000 - Viva Real",R$ 554.000,,,62,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-62m2-venda-RS554000-id-92874163/,-8.506627,-35.005716,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 425.000 - Viva Real",R$ 425.000,R$ 1.200,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS425000-id-89373994/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 425.000 - Viva Real",R$ 425.000,R$ 1.200,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS425000-id-89373988/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 425.000 - Viva Real",R$ 425.000,R$ 1.200,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS425000-id-89373998/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256675/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256810/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256820/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256705/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256665/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256680/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256731/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,67,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS290000-id-91845818/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento 46 m² em Porto de Galinhas em Ipojuca, por R$ 370.000 - Viva Real",R$ 370.000,R$ 600,,46,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-46m2-venda-RS370000-id-84439374/,-8.485916,-35.001196,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 440.000 - Viva Real",R$ 440.000,,,53,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-53m2-venda-RS440000-id-95005961/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 440.000 - Viva Real",R$ 440.000,,,53,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-53m2-venda-RS440000-id-95005991/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS280000-id-92352932/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS280000-id-92352131/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS280000-id-92353492/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS280000-id-92353433/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064693/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064739/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,67,3,2,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS290000-id-91845788/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92354724/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92353685/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 295.000 - Viva Real",R$ 295.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS295000-id-92352711/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95213779/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento 150 m² na Porto de Galinhas em Ipojuca, por R$ 1.290.000 - Viva Real",R$ 1.290.000,,,150,3,1,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1290000-id-91838737/,-8.506627,-35.005716,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92349160/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92348591/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento 80 m² na Porto de Galinhas em Ipojuca, por R$ 545.000 - Viva Real",R$ 545.000,,,80,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-80m2-venda-RS545000-id-94368396/,-8.472587,-34.994986,Porto de Galinhas
"Apartamento 80 m² na Porto de Galinhas em Ipojuca, por R$ 545.000 - Viva Real",R$ 545.000,,,80,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-80m2-venda-RS545000-id-94368387/,-8.472587,-34.994986,Porto de Galinhas
"Apartamento 80 m² na Porto de Galinhas em Ipojuca, por R$ 545.000 - Viva Real",R$ 545.000,,,80,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-80m2-venda-RS545000-id-94368409/,-8.472587,-34.994986,Porto de Galinhas
"Apartamento 80 m² na Porto de Galinhas em Ipojuca, por R$ 545.000 - Viva Real",R$ 545.000,,,80,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-80m2-venda-RS545000-id-94368420/,-8.472587,-34.994986,Porto de Galinhas
"Apartamento 62 m² na Muro Alto em Ipojuca, por R$ 530.000 - Viva Real",R$ 530.000,R$ 1.687,,62,4,4,2,https://www.vivareal.com.br/imovel/apartamento-4-quartos-muro-alto-bairros-ipojuca-com-garagem-62m2-venda-RS530000-id-93718740/,-8.447963,-34.986796,Muro Alto
"Apartamento 68 m² na Porto de Galinhas em Ipojuca, por R$ 635.000 - Viva Real",R$ 635.000,,,68,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-68m2-venda-RS635000-id-92943735/,-8.477696,-34.998721,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,58,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS290000-id-91924840/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256791/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento 73 m² na Porto de Galinhas em Ipojuca, por R$ 642.000 - Viva Real",R$ 642.000,R$ 1.100,,73,3,2,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-73m2-venda-RS642000-id-92986383/,-8.48129,-34.999185,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064733/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064675/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064724/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064755/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 320.450 - Viva Real",R$ 320.450,R$ 600,,59,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-59m2-venda-RS320450-id-91879778/,-8.506066,-35.005352,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064686/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 270.000 - Viva Real",R$ 270.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS270000-id-92064857/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 231, Porto de Galinhas em Ipojuca, por R$ 450.000 - Viva Real",R$ 450.000,R$ 1.000,,55,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-55m2-venda-RS450000-id-85806148/,-8.506148,-35.005396,Porto de Galinhas
"Apartamento na Estrada de Porto de Galinhas, 1, Porto de Galinhas em Ipojuca, por R$ 330.000 - Viva Real",R$ 330.000,,,67,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS330000-id-90884176/,-8.491956,-35.003545,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92349215/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua Caraúna, 23, Porto de Galinhas em Ipojuca, por R$ 269.000 - Viva Real",R$ 269.000,R$ 600,,57,2,1,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-57m2-venda-RS269000-id-94707739/,-8.506158,-35.005497,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207127/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,58,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS290000-id-91924697/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,65,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS290000-id-92256738/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,58,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-58m2-venda-RS290000-id-91925025/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207071/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 280.000 - Viva Real",R$ 280.000,,,65,3,1,1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-65m2-venda-RS280000-id-92353446/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207212/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207306/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207046/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207089/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207096/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207132/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207203/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 26, Porto de Galinhas em Ipojuca, por R$ 1.280.000 - Viva Real",R$ 1.280.000,,,150,3,4,2,https://www.vivareal.com.br/imovel/apartamento-3-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-150m2-venda-RS1280000-id-95207226/,-8.506098,-35.001475,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,67,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS290000-id-91923945/,-8.505555,-35.00135,Porto de Galinhas
"Apartamento na Rua dos Navegantes, 100, Porto de Galinhas em Ipojuca, por R$ 290.000 - Viva Real",R$ 290.000,,,67,2,2,1,https://www.vivareal.com.br/imovel/apartamento-2-quartos-porto-de-galinhas-bairros-ipojuca-com-garagem-67m2-venda-RS290000-id-91924276/,-8.505555,-35.00135,Porto de Galinhas
